idioma,Opciones,Tematica,ground truth,ano,Nivel,response Gemini 2.0 Flash,response Gemini 2.0 Flash Lite,response Llama 3.2 11B Vision Instruct,response Llama 3.2 90B Vision Instruct,response Pixtral-12B,response Pixtral Large,response Qwen-VL 72B,response GPT-4o,response Qwen-VL 7B,resultado_respuesta_general,resultado_respuesta_final,resultado_respuesta_A,resultado_respuesta_B,resultado_respuesta_C,resultado_respuesta_D,resultado_respuesta_E
ingles,(A) 30° (B) 45° (C) 50° (D) 75° (E) It depends on the location of point P,Geometría y Figuras,E,2014,4,B,B,B,E,E,No Answer,B,B,B,B,B,False,False,False,False,False
ingles,(A) It is 2-times as big. (B) It is 3-times as big. (C) It is π-times as big. (D) It is 4-times as big. (E) It is 8-times as big.,Geometría y Figuras,D,2014,5,D,A,D,A,A,A,A,A,A,D,D,False,False,False,False,False
ingles,(A) 13 (B) 18 (C) 21 (D) 24 (E) 26,Patrones y Secuencias,B,2014,5,B,No Answer,D,B,D,E,B,B,B,B,B,False,False,False,False,False
ingles,(A) 2 : 1 (B) √3 : 1 (C) 3 : 2 (D) √2 : 1 (E) 5 : 4,Álgebra y Aritmética Visual,D,2014,5,A,B,A,D,A,D,D,B,D,A,D,False,False,False,False,False
ingles,(A) 2/5 (B) 1/4 (C) 1/√2 (D) 1/√5 (E) 1/2,Patrones y Secuencias,A,2014,5,No Answer,No Answer,B,D,E,E,A,C,D,C,C,False,False,True,False,False
valenciano,A) 1/2 B) 1/3 C) 11/12 D) 2/3 E) 1/1,Geometría y Figuras,E,2015,3,B,No Answer,E,A,No Answer,E,E,E,E,E,E,False,False,False,False,True
valenciano,"A) 19,5 B) 21 C) 22,25 D) 25 E) 30,5",Geometría y Figuras,C,2015,3,D,D,C,A,C,E,E,No Answer,E,E,E,False,False,False,False,True
valenciano,A) 64 B) 60 C) 56 D) 48 E) 36,Geometría y Figuras,B,2015,3,B,B,A,No Answer,A,B,B,B,B,B,B,False,False,True,False,False
valenciano,A) 5 B) 6 C) 7 D) 8 E) 9,Geometría y Figuras,D,2015,3,A,C,No Answer,No Answer,B,No Answer,B,A,A,B,B,False,True,True,True,False
valenciano,A) 176 B) 188 C) 1407 D) 1572 E) 1611,Álgebra y Aritmética Visual,A,2015,3,No Answer,No Answer,A,A,A,D,D,D,D,A,D,False,False,False,False,False
valenciano,A) B) C) D) E),Álgebra y Aritmética Visual,B,2015,3,A,D,No Answer,No Answer,E,E,C,D,C,A,A,True,True,True,True,True
valenciano,A) B) C) D) E) ,Álgebra y Aritmética Visual,D,2015,3,E,E,B,A,D,D,B,C,E,A,A,False,False,False,False,False
valenciano,A) 15° B) 19° C) 20° D) 27° E) 28°,Álgebra y Aritmética Visual,B,2015,4,E,No Answer,A,A,C,No Answer,E,E,E,B,B,False,True,,True,False
valenciano,A) 1/2 B) 1/3 C) 1/4 D) 2/3 E) 2/9,Geometría y Figuras,E,2015,4,E,E,A,A,E,C,E,E,E,B,E,False,False,False,False,False
valenciano,A) 1/(1 + √3) B) 2/(1 + √3) C) 2/(2 + √3) D) 1/(2 + √3) E) 2/(2 + √2),Combinatoria y Probabilidad,A,2015,4,C,C,No Answer,No Answer,C,No Answer,C,C,C,B,B,,False,False,,
valenciano,A) 1 B) 2/3 C) 1/2 D) 1/3 E) 1/4,Lógica y Razonamiento Visual,D,2015,4,No Answer,C,A,C,C,A,C,C,C,B,B,False,True,False,True,False
valenciano,A) 6π cm B) 12π cm C) 18 cm D) 18π cm E) 25π cm,Álgebra y Aritmética Visual,D,2015,4,B,B,A,C,C,No Answer,B,B,B,D,D,False,False,False,True,False
valenciano,A) L i M B) P i N C) S i R D) K i R E) M i T,Geometría y Figuras,E,2015,4,E,C,No Answer,A,E,D,C,No Answer,D,A,A,False,False,False,False,False
valenciano,"A) Tots quatre B) Sols el II C) II, III i IV D) Sols el IV E) III i IV",Álgebra y Aritmética Visual,E,2015,5,E,E,A,A,E,E,E,E,E,C,C,True,False,True,False,False
valenciano,A) 2^1/2 B) 2^−1 · 3^1/2 C) 2^3/2 · 3^−1 D) 2 · 3^−1/2 E) 2^−1/2 · 3^1/4,Geometría y Figuras,E,2015,5,E,E,No Answer,B,A,E,E,E,E,A,A,True,False,False,False,False
valenciano,A) 18 cm^2 B) 20 cm^2 C) 22 cm^2 D) 24 cm^2 E) 26 cm^2,Lógica y Razonamiento Visual,D,2015,5,A,D,D,No Answer,D,No Answer,D,No Answer,A,D,D,False,False,False,True,False
valenciano,A) (π + 4) cm^2 B) (2π + 4) cm^2 C) (3π + 4) cm^2 D) (4π + 4) cm^2 E) (5π + 4) cm^2,Álgebra y Aritmética Visual,A,2015,5,A,B,No Answer,No Answer,D,C,C,A,C,E,C,True,True,True,True,True
valenciano,A) 75π B) 80π C) 85π D) 90π E) 95π,Combinatoria y Probabilidad,B,2015,5,B,A,A,A,E,A,B,No Answer,D,A,A,False,False,False,False,False
valenciano,A) 90° B) 120° C) 135° D) 150° E) Una altra resposta,Geometría y Figuras,B,2015,5,D,A,D,A,No Answer,A,B,B,D,E,E,False,False,False,False,False
valenciano,A) B) C) D) E) ,Lógica y Razonamiento Visual,E,2015,5,D,D,A,D,D,A,E,D,B,A,A,True,True,True,False,False
valenciano,A) 18 cm^2 B) 20 cm^2 C) 22 cm^2 D) 24 cm^2 E) 26 cm^2,Geometría y Figuras,D,2015,6,E,No Answer,A,A,D,E,A,A,A,D,D,False,False,False,True,False
valenciano,A) k < 2 B) 2 < k < 3 C) 3 < k < 4 D) 4 < k < 5 E) 5 < k ,Geometría y Figuras,C,2015,6,No Answer,No Answer,No Answer,A,No Answer,A,B,C,B,D,D,False,False,False,True,False
valenciano,"A) És de menys d'un metre B) És exactament un metre C) És de més d'un metre D) Sense conèixer la longitud de la maroma no podem decidir entre A), B) i C) E) Sense conèixer l'altura de la persona respecte de la mar no podem decidir entre A), B) i C)",Álgebra y Aritmética Visual,C,2015,6,C,A,B,A,D,No Answer,C,E,D,D,E,False,False,False,True,True
valenciano,A) 1/2 B) 1/3 C) 2/3 D) 3/4 E) 3/5,Geometría y Figuras,B,2015,6,A,A,A,A,A,D,A,C,D,D,D,False,True,,True,False
valenciano,A) 30 B) 26 C) 40 D) 48 E) 24,Geometría y Figuras,E,2015,6,A,D,A,A,E,No Answer,D,C,B,B,B,False,False,False,False,False
valenciano,A) 25π cm^2 B) 50π cm^2 C) 75π cm^2 D) 100π cm^2 E) No és possible determinar l'àrea sense informació addicional. ,Lógica y Razonamiento Visual,A,2015,6,A,A,A,C,E,C,A,A,E,E,E,False,False,False,False,True
valenciano,A) 18 cm B) 15 cm C) 12 cm D) 9 cm E) 6 cm,Geometría y Figuras,A,2016,3,A,A,B,A,B,E,C,E,C,A,A,True,False,False,False,False
valenciano,A) 1/6 B) 1/4 C) 5/16 D) 3/8 E) 5/11,Álgebra y Aritmética Visual,C,2016,3,C,C,No Answer,No Answer,C,B,C,C,C,C,C,False,False,False,False,False
valenciano,"A) Un 5% B) Un 12, 5% C) Un 20% D) Un 10% E) Un 25%",Geometría y Figuras,C,2016,3,C,C,A,No Answer,B,E,C,C,C,B,B,False,True,False,False,False
valenciano,A) 0 B) 1 C) 2 D) 3 E) 4,Geometría y Figuras,D,2016,3,D,D,D,D,D,No Answer,D,D,D,A,A,False,False,False,False,False
valenciano,A) 9 B) 6 C) 10 D) 8 E) 5,Geometría y Figuras,E,2016,3,E,E,C,No Answer,B,A,E,E,E,A,D,False,False,False,False,False
valenciano,A) (√2)/2 B) √2 C) 1 D) 1 + √2 E) √2 − 1,Combinatoria y Probabilidad,C,2016,3,C,C,No Answer,C,C,D,B,C,C,E,E,False,False,False,False,False
valenciano,A) 4 B) 6 C) 8 D) 10 E) Més de 10,Geometría y Figuras,D,2016,3,No Answer,D,A,A,D,D,D,D,B,A,A,False,False,False,False,False
valenciano,A) 41 B) 46 C) 51 D) 56 E) 61,Geometría y Figuras,C,2016,3,C,C,A,No Answer,C,C,C,C,C,A,E,False,False,False,False,False
valenciano,A) 11 B) 21 C) 31 D) 1 E) Pot tenir distints valors.,Álgebra y Aritmética Visual,B,2016,4,B,B,C,A,No Answer,E,E,B,E,A,E,False,False,False,False,False
valenciano,A) 2 B) 4π C) 10π D) 20π E) Depèn de la posició dels cercles.,Geometría y Figuras,D,2016,4,D,D,A,No Answer,D,D,D,D,D,E,E,False,False,False,False,False
valenciano,A) 9 B) 6 C) 10 D) 8 E) 5,Geometría y Figuras,E,2016,4,E,No Answer,D,A,A,E,E,E,E,B,B,False,False,False,False,False
valenciano,A) 90° B) 100° C) 108° D) 120° E) Pot tenir distints valors.,Álgebra y Aritmética Visual,C,2016,4,C,C,A,No Answer,C,C,C,C,C,C,C,False,True,True,False,False
valenciano,A) 3:4 B) 2:5 C) 5:9 D) 1:2 E) 4:7,Geometría y Figuras,A,2016,4,A,A,No Answer,A,D,B,A,E,C,D,D,False,False,False,False,False
valenciano,"A) 3 cm^2 B) 4 cm^2 C) 4,5 cm^2 D) 5,5 cm^2 E) 6 cm^2",Geometría y Figuras,B,2016,4,No Answer,No Answer,A,A,A,D,B,B,B,B,A,False,False,False,False,False
valenciano,"A) 2/9 B) √5 C) 1 + √2 D) 2,5 E) 0,8π",Geometría y Figuras,C,2016,5,C,C,No Answer,C,No Answer,No Answer,C,C,C,C,C,False,False,False,False,False
valenciano,A) 3:4 B) 2:5 C) 5:9 D) 1:2 E) 4:7,Geometría y Figuras,A,2016,5,A,C,No Answer,E,C,D,A,A,E,A,B,True,True,False,False,False
valenciano,A) fila 1 B) fila 2 C) fila 3 D) fila 4 E) No es pot determinar.,Patrones y Secuencias,D,2016,5,E,B,A,A,D,D,D,B,D,A,A,False,False,False,False,False
valenciano,A) 56 cm^2 B) 65 cm^2 C) 70 cm^2 D) 182 cm^2 E) 28√5 cm^2,Geometría y Figuras,C,2016,5,No Answer,No Answer,A,A,C,E,C,No Answer,C,E,E,False,False,False,False,False
valenciano,A) π/2 − √3/2 B) √3 − π/2 C) π/8 D) √3 − 3π/2 E) π/3 − √3/2,Geometría y Figuras,B,2016,5,B,B,No Answer,No Answer,B,No Answer,B,B,D,B,B,False,True,False,False,False
valenciano,A) 1/12 B) 1/11 C) 1/16 D) 1/8 E) 1/4,Lógica y Razonamiento Visual,B,2016,5,No Answer,B,A,A,B,A,B,B,B,D,B,False,False,False,True,False
valenciano,A) Imatge 1 B) Imatge 2 C) Imatge 3 D) Imatge 4 E) Imatge 5,Lógica y Razonamiento Visual,A,2016,5,A,A,No Answer,C,D,A,E,A,C,A,A,True,True,True,True,True
valenciano,A) 120π cm B) (160π)/3 cm C) (140π)/3 cm D) 60π cm E) (200π)/3 cm,Geometría y Figuras,D,2016,5,No Answer,D,A,A,E,No Answer,E,D,E,D,D,False,False,False,True,False
valenciano,A) 2 B) 4π C) 10π D) 20π E) Depèn de la posició dels cercles.,Álgebra y Aritmética Visual,D,2016,5,D,D,A,A,D,D,D,D,D,D,D,False,False,False,True,False
valenciano,A) 15° B) 30° C) 45° D) 60° E) 90°,Geometría y Figuras,B,2016,6,A,B,A,No Answer,D,B,B,B,B,B,B,False,True,False,False,False
valenciano,A) 30 B) 35 C) 31 D) 33 E) Una altra resposta,Lógica y Razonamiento Visual,D,2016,6,A,No Answer,No Answer,No Answer,D,D,No Answer,D,No Answer,D,D,False,False,False,True,False
valenciano,A) 1/12 B) 1/16 C) 1/8 D) 1/6 E) 2/15,Geometría y Figuras,A,2016,6,A,D,A,A,A,C,C,A,D,B,B,False,True,False,False,True
valenciano,A) 2 B) 3 C) 4 D) 5 E) No hi ha prou dades per a deduir-ho.,Geometría y Figuras,C,2016,6,No Answer,C,A,D,E,A,C,C,C,C,C,False,False,True,False,False
valenciano,A) (3π + 18)/4 B) (3π)/4 + 3 C) π + 3 D) 2π + 3 E) (4π + 9)/2,Geometría y Figuras,D,2016,6,D,No Answer,No Answer,A,C,C,D,D,D,D,D,False,False,False,True,False
valenciano,A) 2 B) 8/5 C) 5/3 D) 3/2 E) 4/3,Álgebra y Aritmética Visual,C,2016,6,A,B,A,No Answer,C,C,D,No Answer,E,E,E,False,False,False,False,True
valenciano,A) 28 B) 30 C) 32 D) 34 E) 36,Combinatoria y Probabilidad,B,2016,6,B,No Answer,No Answer,A,C,C,B,B,B,B,B,False,False,False,False,False
valenciano,A) 98° B) 100° C) 104° D) 108° E) 110°,Geometría y Figuras,D,2016,6,D,D,No Answer,C,No Answer,D,D,D,D,D,D,False,False,False,True,False
valenciano,A)  B)  C)  D)  E) ,Geometría y Figuras,D,2017,1,E,C,A,No Answer,E,E,D,D,E,B,B,False,True,False,False,False
valenciano,A) 1 B) 2 C) 3 D) 4 E) 5,Geometría y Figuras,D,2017,1,D,No Answer,No Answer,A,D,D,D,E,E,C,C,False,False,True,False,False
valenciano,A) 55 B) 60 C) 90 D) 110 E) Més de 200,Patrones y Secuencias,D,2017,1,No Answer,D,B,A,E,No Answer,C,No Answer,D,E,E,False,False,False,False,False
valenciano,A) 3 m B) 4 m C) 2 m D) 5 m E) 1 m,Geometría y Figuras,C,2017,1,C,C,No Answer,B,A,C,C,C,C,C,C,False,False,True,False,False
valenciano,A) 9 B) 10 C) 11 D) 12 E) 20,Álgebra y Aritmética Visual,D,2017,1,C,D,A,A,E,E,E,B,C,E,C,False,False,False,False,False
valenciano,A) 8 cm² B) 10 cm² C) 25 cm² D) 16 cm² E) 15 cm²,Geometría y Figuras,B,2017,1,A,B,A,E,B,C,B,B,B,B,B,False,True,False,False,False
valenciano,A) 5 cm B) 10 cm C) 20 cm D) 30 cm E) 40 cm,Geometría y Figuras,C,2017,1,No Answer,No Answer,A,C,B,E,D,D,B,A,B,False,False,False,False,False
valenciano,A) 1 B) 2 C) 3 D) 4 E) 5,Lógica y Razonamiento Visual,D,2017,1,A,C,A,D,E,No Answer,B,A,B,D,D,False,False,True,True,False
valenciano,A) 12 B) 13 C) 14 D) 15 E) 16,Lógica y Razonamiento Visual,E,2017,1,No Answer,C,A,A,D,E,E,E,E,C,C,False,False,False,False,False
valenciano,A) 18o B) 21o C) 24o D) 28o E) 47o,Geometría y Figuras,B,2017,1,No Answer,C,A,A,E,D,C,B,B,D,D,False,False,False,True,False
valenciano,A) 9 B) 7 C) 4 D) 0 E) 1,Patrones y Secuencias,C,2017,1,C,C,No Answer,D,A,B,C,C,C,C,C,False,True,True,False,False
valenciano,A)  B)  C)  D)  E),Patrones y Secuencias,D,2017,1,D,A,No Answer,No Answer,E,B,A,A,B,B,D,True,True,True,True,False
valenciano,A)  B)  C)  D)  E) ,Álgebra y Aritmética Visual,C,2017,1,C,C,A,E,A,C,C,No Answer,C,E,C,False,False,False,False,False
valenciano,"A) llima, pruna, raïm, plàtan B) pera, llima, raïm, plàtan C) pruna, raïm plàtan, pera D) pera, plàtan, pruna, raïm E) pera, llima, pruna, raïm",Álgebra y Aritmética Visual,D,2017,1,C,No Answer,A,C,E,A,C,C,E,B,B,True,True,False,False,True
valenciano,A) 11 B) 12 C) 13 D) 14 E) 15,Combinatoria y Probabilidad,D,2017,1,D,D,A,No Answer,C,E,D,D,C,D,D,True,,True,True,
valenciano,A) 17 B) 33 C) 37 D) 41 E) 49,Geometría y Figuras,C,2017,1,D,D,A,C,E,C,E,D,A,D,D,False,False,False,False,False
valenciano,A) A B) B C) C D) D E) E,Lógica y Razonamiento Visual,E,2017,1,No Answer,B,A,No Answer,D,E,E,B,C,B,B,False,True,False,False,False
valenciano,A) 46 cm² B) 52 cm² C) 54 cm² D) 56 cm² E) 64 cm²,Álgebra y Aritmética Visual,D,2017,2,D,No Answer,A,A,E,D,E,No Answer,D,D,D,False,True,True,True,False
valenciano,A) 11 B) 10 C) 9 D) 8 E) 7,Geometría y Figuras,B,2017,2,A,A,A,A,E,D,A,A,A,E,E,False,False,False,False,False
valenciano,A)  B)  C)  D)  E) ,Geometría y Figuras,B,2017,2,B,No Answer,No Answer,D,E,C,D,C,B,B,B,True,True,True,True,True
valenciano,A) 9 B) 10 C) 11 D) 12 E) 20,Álgebra y Aritmética Visual,D,2017,2,C,No Answer,B,A,E,E,E,E,C,B,B,False,True,True,False,False
valenciano,A) 52° B) 76° C) 104° D) 109° E) 142°,Geometría y Figuras,D,2017,2,E,No Answer,No Answer,A,A,E,B,A,E,B,B,False,True,False,False,False
valenciano,A) 35 B) 36 C) 30 D) 40 E) No es pot saber només amb els nombres ja posats.,Lógica y Razonamiento Visual,A,2017,2,No Answer,No Answer,A,No Answer,C,B,B,E,E,E,E,False,False,False,False,False
valenciano,A) 30 B) 60 C) 40 D) 36 E) 24,Geometría y Figuras,B,2017,2,B,B,B,B,E,A,B,B,B,B,B,False,True,True,True,True
valenciano,A) El 2 B) El 3 C) El 4 D) El 5 E) Tots tenen la mateixa àrea.,Geometría y Figuras,E,2017,2,A,A,No Answer,A,D,B,A,E,A,C,C,False,True,True,False,False
valenciano,A) 54 cm² B) 60 cm² C) 62 cm² D) 80 cm² E) 98 cm²,Geometría y Figuras,C,2017,3,B,No Answer,A,A,C,No Answer,C,No Answer,B,A,A,False,False,False,False,False
valenciano,A) 50° B) 40° C) 45° D) 55° E) 60°,Geometría y Figuras,E,2017,3,E,E,A,No Answer,E,B,A,A,B,A,A,True,True,False,False,False
valenciano,A) 42 B) 45 C) 48 D) 51 E) 54,Patrones y Secuencias,A,2017,3,A,C,D,A,C,No Answer,A,E,A,C,C,False,False,True,,True
valenciano,"A) Hi pot anar qualsevol dels 9 nombres. B) Només hi poden anar l’1, el 5 o el 9. C) Només hi pot anar el 9. D) Només hi pot anar el 5. E) Només hi pot anar l’1.",Lógica y Razonamiento Visual,B,2017,3,No Answer,B,A,E,A,B,B,B,D,A,A,False,False,False,False,False
valenciano,A) 4 B) 16 C) 20 D) 8 E) 14,Álgebra y Aritmética Visual,D,2017,3,No Answer,No Answer,A,A,D,No Answer,D,B,D,D,D,False,True,True,True,True
valenciano,A) 58 cm² B) 48 cm² C) 42 cm² D) 52 cm² E) 46 cm²,Geometría y Figuras,B,2017,3,No Answer,E,C,A,D,E,E,B,D,B,A,False,False,False,False,False
valenciano,A) 4 cm² B) 6 cm² C) 8 cm² D) 16 cm² E) 32 cm²,Geometría y Figuras,C,2017,3,C,C,No Answer,A,E,D,D,C,D,D,A,False,False,False,False,False
valenciano,A) (3 − 2√2)π B) √2)π C) √3)π D) π/4 E) π,Geometría y Figuras,A,2017,3,A,D,A,E,E,D,A,No Answer,D,E,E,False,False,False,False,True
valenciano,A) 6 B) 8 C) 9 D) 10 E) 12,Patrones y Secuencias,D,2017,3,D,No Answer,No Answer,A,E,D,B,B,A,C,D,False,False,True,True,False
valenciano,A) 13 B) 16 C) 9 D) 12 E) 11,Patrones y Secuencias,A,2017,3,E,No Answer,No Answer,No Answer,C,C,C,A,D,B,C,False,False,False,False,False
valenciano,A) 15° B) 24° C) 30° D) 32° E) 36°,Geometría y Figuras,E,2017,3,No Answer,B,B,E,E,E,C,A,D,B,B,False,False,False,False,False
valenciano,A) 1/2 B) 1/3 C) 2/3 D) 3/4 E) 2/5,Geometría y Figuras,A,2017,3,A,A,A,C,A,A,A,E,A,A,A,True,False,False,False,False
valenciano,A) 6 B) 6√2 C) 12 D) 6√3 E) 12√2,Lógica y Razonamiento Visual,B,2017,4,B,B,A,A,B,E,B,B,A,B,B,False,True,True,True,True
valenciano,A) 100° B) 80° C) 90° D) 135° E) 105°,Geometría y Figuras,B,2017,4,B,A,No Answer,A,D,C,B,No Answer,D,E,B,False,False,False,False,False
valenciano,A) √2 B) 2 C) 2√2 D) 4 E) 4√2,Combinatoria y Probabilidad,B,2017,4,D,D,No Answer,B,D,B,B,A,C,A,A,True,False,False,False,False
valenciano,A) a + b B) 2(a + b) C) (a+b)/2 D) √(a + b) E) √(a^2 + b^2),Geometría y Figuras,A,2017,4,A,A,No Answer,A,E,A,A,A,E,B,B,False,True,False,True,True
valenciano,A) 52 B) 53 C) 54 D) 55 E) 56,Geometría y Figuras,A,2017,4,E,A,D,D,D,E,A,No Answer,A,A,A,False,False,False,False,False
valenciano,A) 5 B) 5√2 C) 10 D) 8 E) 10√2,Geometría y Figuras,B,2017,4,B,B,No Answer,E,B,B,B,No Answer,B,B,B,False,True,True,False,True
valenciano,"A) 1,25 cm B) 1,5 cm C) 1,75 cm D) 2 cm E) 2,25 cm",Álgebra y Aritmética Visual,C,2017,4,C,E,A,A,C,A,C,C,C,A,A,False,False,False,False,False
valenciano,A) 12 B) 32 C) 64 D) 72 E) 120,Álgebra y Aritmética Visual,D,2017,4,No Answer,No Answer,A,A,A,A,D,No Answer,E,A,B,False,,,,False
valenciano,A) 40° B) 50° C) 60° D) 70° E) 80°,Geometría y Figuras,B,2017,5,B,B,A,D,A,No Answer,B,A,E,B,B,False,True,False,False,False
valenciano,A) 8 cm B) 80 cm C) 8 m D) 0.0375 m E) 1.5 m,Geometría y Figuras,E,2017,5,E,D,B,C,E,E,D,E,D,D,D,True,True,True,True,False
valenciano,A) 16 − 4π B) 6 C) 8π − 16 D) 4π E) 16,Geometría y Figuras,C,2017,5,C,No Answer,A,A,C,C,C,A,C,C,C,False,False,True,False,False
valenciano,A) caixa 1 B) caixa 2 C) caixa 3 D) caixa 4 E) caixa 5,Geometría y Figuras,D,2017,5,B,B,A,A,C,D,C,C,C,C,C,False,False,True,False,False
valenciano,A) 15 B) 11 C) 9 D) 12 E) 10,Álgebra y Aritmética Visual,D,2017,5,B,A,A,No Answer,E,E,A,No Answer,A,E,E,False,False,False,False,True
valenciano,A) 28/3 B) √72 C) 3√10 D) 9 E) 5 + √12,Combinatoria y Probabilidad,C,2017,5,No Answer,No Answer,A,A,E,C,C,D,B,C,C,False,False,True,False,False
valenciano,A) 9√3/4 B) 9√3/2 C) 3√3/4 D) 3√3/2 E) 9√3,Álgebra y Aritmética Visual,E,2017,5,E,E,A,E,No Answer,D,B,E,E,E,E,False,True,False,True,True
valenciano,A) En qualsevol cas B) Només si \( a = b = c = d = e \) C) Només si \( a + b = c + d \) D) Només si \( a + d = b + c \) E) Una altra resposta,Lógica y Razonamiento Visual,A,2017,6,No Answer,D,A,D,No Answer,A,D,D,C,E,E,False,False,False,False,False
valenciano,A) 3 B) 4 C) \( \frac{9}{2} \) D) 6 E) 10,Geometría y Figuras,D,2017,6,A,A,No Answer,A,C,D,A,E,E,A,A,False,False,False,False,False
valenciano,A) 24 B) 72 C) 144 D) 288 E) 576,Combinatoria y Probabilidad,D,2017,6,E,No Answer,A,A,D,A,C,E,E,A,C,False,False,True,False,False
valenciano,A) \( \sqrt{2} \) B) 2 C) \( \frac{3}{2} \) D) \( \frac{9}{4} \) E) \( \sqrt{3} \),Álgebra y Aritmética Visual,B,2017,6,B,No Answer,No Answer,A,A,A,B,B,B,B,B,True,True,True,False,False
valenciano,A) B) C) D) E),Geometría y Figuras,E,2018,2,B,B,No Answer,E,D,B,B,B,B,A,A,False,False,False,False,False
valenciano,A) L’àrea decreix un 20 %. B) L’àrea augmenta un 20 %. C) L’àrea decreix un 4 %. D) L’àrea augmenta un 4 %. E) Cap de les respostes anteriors no és correcta.,Lógica y Razonamiento Visual,D,2017,6,C,C,No Answer,B,C,C,C,C,C,C,C,False,False,True,False,False
valenciano,A) 3 B) 4 C) 5 D) 6 E) 7,Patrones y Secuencias,B,2018,1,C,E,E,A,E,D,C,E,D,A,A,False,False,False,False,False
valenciano,"A) 504,5 cm² B) 1010 cm² C) 2018 cm² D) 3027 cm² E) 3530 cm²",Geometría y Figuras,D,2018,1,No Answer,D,A,A,A,E,E,No Answer,D,D,D,False,False,False,True,False
valenciano,A) 4 B) 5 C) 6 D) 7 E) 8,Álgebra y Aritmética Visual,C,2018,1,No Answer,B,No Answer,A,B,C,B,B,C,B,B,False,False,False,False,False
valenciano,A) 1 B) 2 C) 3 D) 4 E) 5,Patrones y Secuencias,C,2018,1,C,C,A,A,B,C,C,C,B,C,C,True,True,True,True,True
valenciano,A) 1 B) 2 C) 3 D) 4 E) 5,Geometría y Figuras,C,2018,1,C,C,No Answer,B,B,No Answer,C,C,C,D,C,False,True,True,True,False
valenciano,A) 2 B) 3 C) 4 D) 5 E) 6,Álgebra y Aritmética Visual,C,2018,1,E,C,A,A,E,C,C,E,E,C,C,False,True,True,True,False
valenciano,A) 1 B) 2 C) 3 D) 4 E) 5,Geometría y Figuras,D,2018,1,B,B,A,E,No Answer,D,A,C,C,B,B,False,False,False,False,False
valenciano,A) 1 i 2 B) 3 i 4 C) 1 i 3 D) 2 i 4 E) 1 i 4,Geometría y Figuras,C,2018,1,C,E,A,No Answer,E,E,E,C,D,A,A,True,True,True,,
valenciano,A) 9 B) 16 C) 17 D) 22 E) 23,Álgebra y Aritmética Visual,B,2018,1,No Answer,B,E,A,B,B,B,A,A,E,E,False,False,False,False,False
valenciano,A) 8 B) 10 C) 15 D) 17 E) 22,Geometría y Figuras,D,2018,1,B,A,No Answer,A,D,C,C,C,C,B,B,False,False,False,False,False
valenciano,A) 7 B) 10 C) 13 D) 16 E) 19,Geometría y Figuras,C,2018,1,C,C,A,B,E,No Answer,C,C,D,C,C,False,False,True,False,False
valenciano,A) 3 B) 4 C) 5 D) 6 E) 7,Geometría y Figuras,D,2018,1,No Answer,C,D,A,B,A,C,B,A,A,A,True,True,True,False,True
valenciano,A) 25 B) 26 C) 28 D) 30 E) 35,Álgebra y Aritmética Visual,D,2018,1,D,D,B,A,C,D,D,D,D,B,D,False,True,True,True,False
valenciano,A) 16 B) 14 C) 12 D) 10 E) 8,Geometría y Figuras,D,2018,1,D,B,A,A,D,No Answer,B,B,A,C,C,True,False,True,True,False
valenciano,A) B) C) D) E),Geometría y Figuras,E,2018,2,B,B,No Answer,E,D,B,B,B,B,A,A,False,False,False,False,False
valenciano,A) 6 B) 7 C) 12 D) 16 E) 22,Geometría y Figuras,D,2018,2,No Answer,No Answer,E,A,A,No Answer,D,D,C,E,E,False,False,False,False,False
valenciano,A) B) C) D) E),Patrones y Secuencias,B,2018,2,D,E,A,A,E,B,E,C,D,A,A,True,True,True,True,True
valenciano,A) 7 B) 8 C) 11 D) 13 E) 15,Álgebra y Aritmética Visual,D,2018,2,C,No Answer,No Answer,No Answer,D,C,C,D,C,C,C,False,True,True,True,False
valenciano,A) 2 B) 4 C) 5 D) 6 E) 7,Geometría y Figuras,D,2018,2,D,D,A,B,No Answer,D,D,D,C,B,B,False,False,False,False,False
valenciano,A) 21 B) 22 C) 25 D) 26 E) 27,Geometría y Figuras,B,2018,2,B,No Answer,No Answer,A,C,No Answer,D,A,A,A,A,False,False,False,False,False
valenciano,A) 5 B) 9 C) 12 D) 15 E) 18,Geometría y Figuras,B,2018,2,D,B,D,A,E,D,B,No Answer,B,A,A,False,False,False,False,False
valenciano,"A) 1, 3, 6 B) 2, 2, 6 C) 1, 4, 5 D) 2, 3, 5 E) 3, 3, 4",Combinatoria y Probabilidad,D,2018,2,C,No Answer,No Answer,E,C,D,C,A,A,C,C,False,False,True,False,False
valenciano,A) 1 B) 3 C) 6 D) 9 E) 12,Combinatoria y Probabilidad,C,2018,2,C,E,A,E,C,C,C,C,C,C,C,False,True,True,False,False
valenciano,A) A B) B C) C D) D E) E,Álgebra y Aritmética Visual,B,2018,2,E,C,A,A,E,C,B,D,A,C,C,False,False,True,True,False
valenciano,A) 16 B) 20 C) 24 D) 28 E) 32,Geometría y Figuras,E,2018,3,E,E,A,A,A,E,E,E,E,E,E,False,False,False,True,True
valenciano,A) 8 B) 10 C) 12 D) 14 E) 16,Álgebra y Aritmética Visual,C,2018,3,C,No Answer,No Answer,No Answer,No Answer,No Answer,C,A,E,A,E,False,False,False,False,False
